cgl-id	Chr	Start	End	Strand	Length	3F1	3F2	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Cgl0603	WT-3281083	615336	616856	+	1521	328.7712269	318.5906123	327.1088317	346.7309877	329.4931319	323.4860416	355.0358167	330.0903549	412.1508595	317.5731234	276.2117947	276.1265238
Cgl0604	WT-3281083	616973	618097	+	1125	68.0169452	153.2914137	132.0378026	252.5813984	263.8077972	237.835538	83.74825312	74.5057906	76.99456902	67.25215603	59.78230528	61.05609038
Cgl0605	WT-3281083	618090	619013	-	924	11.63257272	149.9094563	112.9611846	225.6770918	298.2798316	247.0303583	1.654319159	2.977959212	3.378140094	1.284418564	1.631993221	1.849198318
Cgl0606	WT-3281083	619086	619997	+	912	9.82136074	224.5321482	129.5554159	274.634399	363.9833643	327.9728309	6.399603064	4.177582458	6.27474706	3.903956426	1.653466816	5.620589624
Cgl0607	WT-3281083	620004	621575	+	1572	891.638179	797.5850613	823.4192527	682.8576512	635.4382074	645.5247852	987.8558491	971.7432389	1066.114797	942.1945523	868.9005985	913.6761845
Cgl0608	WT-3281083	621717	622160	+	444	63.97914996	62.39474669	84.1701882	59.18074546	92.14176387	79.97785392	53.83243967	54.34620783	60.92825647	39.42644282	31.246054	35.40465104
Cgl0610	WT-3281083	622457	623635	-	1179	444.5438477	367.3404714	395.7407199	265.2997873	246.5504811	252.7184706	160.6499654	157.2670227	144.5093262	146.7145897	149.9008613	128.1132123
Cgl0611	WT-3281083	623671	624942	+	1272	29.57526744	336.4901599	212.1900447	423.7421543	518.4117983	478.6107799	10.59700669	12.64660182	16.97302936	7.697423518	6.164623451	6.179113625
Cgl0612	WT-3281083	624943	625677	+	735	242.3373517	320.0638278	285.8142668	391.4166813	417.4586036	371.8989186	178.2883391	178.8346319	168.8104864	248.663434	241.2738778	245.9539431
Cgl0613	WT-3281083	625677	626003	+	327	114.2624574	116.4892748	138.5286389	146.2882318	186.5674214	138.8990252	92.64187292	77.02763659	94.66023756	110.6956697	103.2976847	120.1809255
Cgl0614	WT-3281083	626067	626543	-	477	68.13712407	126.3199306	122.2689488	157.490834	192.976147	159.9697452	90.60258641	82.09197673	97.06664178	83.97189293	89.7822082	94.56730417
Cgl0615	WT-3281083	626574	627539	-	966	27.02224967	56.63970329	45.72090404	62.94610743	80.05800961	73.52001478	56.39070526	58.941681	66.24092097	48.22154045	45.89448763	43.15868074
Cgl0616	WT-3281083	627763	628554	+	792	38.7752424	131.7537555	106.0500573	160.3559088	208.8865054	177.4674198	51.93559543	62.80439621	57.8037305	9.365552031	4.950379438	6.903673721
Cgl0617	WT-3281083	628551	630143	+	1593	17.6715794	244.3382981	154.1478951	380.8612039	430.055784	369.4148105	12.64884329	13.02139952	15.83887531	2.235033434	0.189323507	3.003293087
Cgl0618	WT-3281083	630148	630810	-	663	33.19581838	115.9525903	104.4789054	195.1131295	238.7040027	195.3065421	288.4054686	282.2189038	336.6217247	564.3130739	556.7858719	597.9018779
Cgl0619	WT-3281083	630949	631812	+	864	90.63712911	192.651002	160.7830082	253.4360627	271.0200456	288.6539211	64.65630714	80.59897513	67.13662448	74.86197924	72.60556508	70.00756632
Cgl0620	WT-3281083	631821	632684	-	864	15.69858772	47.02715167	36.04510374	53.61147481	60.64203319	77.61158408	17.20951459	21.06842511	20.47215455	25.06846094	27.57615212	22.54480949
Cgl0621	WT-3281083	632687	633079	-	393	40.37361117	46.99451659	33.13848261	42.85941637	47.94037132	79.42980755	31.82354413	45.24119832	25.81311629	53.60241443	58.32320202	46.95552126
Cgl0622	WT-3281083	633076	633474	-	399	4.48976491	20.82952446	12.77223635	20.68530779	22.03574962	33.94338993	3.482777178	2.652433306	4.563452408	9.666939721	10.58218762	5.1388248
Cgl0623	WT-3281083	633529	635175	-	1647	26.10442549	33.50071311	35.75502392	44.89621449	56.76083412	61.47253627	27.92755914	29.68696119	31.42880429	34.94835066	37.90504911	36.51779323
Cgl0624	WT-3281083	635175	636089	-	915	18.7392483	21.19375658	16.50231873	18.40847064	23.92452816	33.93524678	17.00965536	18.96881157	15.91971594	23.99546551	23.73185683	25.02298786
Cgl0625	WT-3281083	636086	638278	-	2193	23.45610423	38.95048254	39.67695837	51.15338769	64.966058	58.51896598	26.42384474	23.93648705	27.63666732	37.47655753	32.31837739	30.69820989
Cgl0626	WT-3281083	638314	639420	-	1107	5.548327368	16.8922363	15.51564554	20.0846891	30.14879565	27.60186097	8.536107532	7.839413994	8.224107997	7.504624457	8.445675488	9.261025723
Cgl0627	WT-3281083	639624	640211	+	588	23.06731257	49.07750059	48.47029906	59.29687722	80.86734647	85.10979784	24.34212477	28.43787423	23.0035254	32.29395247	15.90027681	19.17882827
Cgl0628	WT-3281083	640229	640879	-	651	113.6096734	122.3454595	125.8301803	136.6129083	136.4359613	171.7599625	179.7337719	179.1504793	169.015977	238.8189872	225.6151661	225.1965642
Cgl0629	WT-3281083	640953	642560	+	1608	36.28668207	97.62760117	92.72933066	117.6339052	159.5712466	169.7856829	43.55550742	41.85896054	39.79398611	27.12375696	32.25987794	35.06576811
Cgl0630	WT-3281083	642553	644001	-	1449	83.18614115	76.47554874	79.84875833	82.06823979	88.16906859	118.8858534	91.39513964	81.21827666	96.39938906	91.11925902	87.62620994	95.04343355
Cgl0631	WT-3281083	644026	644781	+	756	48.74601902	98.94024118	95.8706136	96.69560548	139.5597476	142.442654	22.05758879	31.07767691	29.93407472	40.81596771	33.90919248	39.32628423
Cgl0632	WT-3281083	645173	647590	-	2418	12.59473754	175.0072008	115.7606436	259.6919039	304.7705867	271.5157912	13.79283468	18.82042938	15.81355158	10.67533494	8.855689271	9.610324956
Cgl0633	WT-3281083	647590	648309	-	720	13.15126971	40.07995881	29.88466783	44.44878639	72.52122599	62.62451957	13.31726923	15.28685729	11.92201941	13.18669726	12.5663478	12.34031678
Cgl0635	WT-3281083	648437	649114	-	678	150.9832447	153.2260372	139.4710627	180.8591513	163.2901977	178.0745845	138.5528896	129.870646	129.6747405	130.4082671	137.006553	161.2893683
Cgl0636	WT-3281083	649111	650193	-	1083	186.9160023	236.4029216	227.9582769	333.1423255	306.3466245	323.464384	143.3254461	160.6536973	155.877927	154.5144859	181.2895827	166.6061093
Cgl0637	WT-3281083	650389	651288	-	900	2142.874996	1446.982705	1715.065358	1543.636169	1283.550936	1448.300977	1017.825377	1085.131685	1059.831399	619.1154363	702.0399639	673.971147
Cgl0638	WT-3281083	651448	654615	+	3168	13.00586256	138.4580395	100.9858692	200.179044	232.6750987	228.5596851	7.325375368	8.017582494	8.210757173	1.779454886	0.856796441	1.72591843
Cgl0639	WT-3281083	654634	655125	+	492	103.5109825	144.0532373	159.9731256	221.5021679	230.8571086	205.7830635	146.8712619	135.946911	146.447866	151.3655951	174.7028841	158.3635399
Cgl0640	WT-3281083	655122	656537	+	1416	153.0800565	247.3273119	214.6044389	311.1811557	323.1331929	308.8652036	297.6512718	308.9758867	299.7956192	379.4667702	384.4450472	368.0374788
Cgl0641	WT-3281083	656547	657218	+	672	81.49725055	107.5288038	123.5832128	158.4114643	160.7429236	140.0940979	118.07703	125.0456527	138.1870432	135.9878155	111.7507358	142.8968
Cgl0642	WT-3281083	657202	658023	-	822	21.17071629	110.0940883	90.23952714	148.7659727	192.3130412	171.1914355	18.25788736	16.22243699	18.67018303	10.46754253	5.870410653	10.80903659
Cgl0644	WT-3281083	658155	658931	+	777	234.1785103	268.5945286	273.0369164	296.3372859	314.2980968	278.8862308	101.762984	108.1475915	118.8435772	151.9779588	137.0168579	158.3313587
Cgl0645	WT-3281083	658933	659427	+	495	131.3188209	164.1675113	132.6936447	154.4861169	187.0463111	159.4912839	79.44742435	63.71305555	75.14484965	103.0959968	81.03390341	106.3165753
Cgl0646	WT-3281083	659543	660541	+	999	50.97838175	49.91579735	48.36715641	39.62243642	49.57334664	50.25998468	26.15115932	24.57762225	32.80752271	29.40277092	22.34017387	27.36591385
Cgl0647	WT-3281083	660647	661120	-	474	42.65276664	57.47161689	69.68443532	76.4009786	95.01671786	89.55071097	40.75069727	33.49116738	33.47494519	30.04563933	38.81251727	33.16385034
Cgl0648	WT-3281083	661121	662020	+	900	535.4343972	593.3116463	542.9572282	533.946895	560.0333301	556.6012245	389.0958663	348.7755286	358.0941104	339.227787	264.7310604	293.8893903
Cgl0649	WT-3281083	662027	662377	+	351	409.0290955	330.1766453	355.4433727	311.921308	283.2091582	281.3897827	351.5640306	332.8735788	257.8935668	307.6896027	296.4369225	341.7318492
Cgl0650	WT-3281083	662379	663761	-	1383	114.5425707	127.5325162	131.5621408	156.8673233	166.7191903	160.1477547	124.1923589	131.1613886	129.9643528	101.0455707	89.40915574	91.42500665
Cgl0650	WT-3281083	1808214	1808369	+	156	0	13.31887862	12.0990558	10.79727605	20.7039186	19.05733478	2.672361719	6.784108264	16.67415303	9.509637447	0	6.57176633
Cgl0651	WT-3281083	664123	665088	-	966	292.7410381	236.5962289	272.9577049	383.081989	322.6467812	382.6460304	271.1644883	260.9648404	229.9583191	177.2218397	178.8948395	202.3505359
Cgl0652	WT-3281083	665180	666313	-	1134	304.6626189	382.9353779	345.2007858	429.4116673	420.2615529	468.4003836	235.1584049	266.7267285	290.3949318	237.0465817	297.3370761	298.9400303
Cgl0653	WT-3281083	666457	667770	-	1314	1492.262548	1356.349729	1442.881463	1343.141698	1130.133533	1450.271879	960.7892871	1056.065715	1054.522166	451.147622	591.0200108	529.7623872
Cgl0654	WT-3281083	668163	670481	+	2319	209.1254665	208.5609655	214.3833732	171.2702199	170.0715165	174.7785235	911.0782897	793.3527529	751.1867719	596.4720177	507.4658642	511.4925608
Cgl0655	WT-3281083	670485	670688	+	204	2.508986273	73.55851264	78.64386271	104.8606044	140.7325186	123.8726761	67.43783397	58.10389196	57.37870307	45.08686931	32.5246649	43.55405921
Cgl0658	WT-3281083	672668	673591	+	924	18.00279112	293.0729871	157.0834557	387.1875145	473.6357483	430.9625137	7.218847241	10.53739414	11.82349033	22.47732487	22.8479051	21.45070049
Cgl0659	WT-3281083	673620	674771	+	1152	18.43843558	180.961014	106.0053733	283.9458657	294.8511186	249.6091771	10.01207741	11.75912099	10.83819947	26.27037345	28.53608147	29.36758079
Cgl0661	WT-3281083	675091	676134	-	1044	8.334448654	49.75443163	43.38971736	77.76520885	118.5914111	98.08564388	3.726971899	2.432921584	2.989848129	4.262940925	3.466578704	2.61863486
Cgl0662	WT-3281083	676227	676949	-	723	42.12181934	88.12934346	72.57425339	100.8761276	124.5862359	113.7641174	37.47959589	26.34823791	34.89810285	37.75444444	32.95407391	38.75796906
Cgl0663	WT-3281083	677056	677760	-	705	127.0507943	203.6812341	172.4141194	266.6329887	280.9859478	257.233472	158.4767358	155.2203971	177.4697513	184.3331936	195.072497	176.4402739
Cgl0664	WT-3281083	677840	680056	-	2217	1446.384752	1100.987249	1272.264016	846.8220322	736.8366184	777.6171961	2181.220931	2076.829437	2007.252141	1531.949833	1520.341034	1541.107365
Cgl0665	WT-3281083	680140	681039	-	900	27.29777065	113.6346992	94.58235222	194.826049	222.2987408	193.6084048	6.484931105	3.998101137	5.202335745	7.252683493	2.345718257	5.315828765
Cgl0666	WT-3281083	681049	681858	-	810	29.38301702	241.4060453	154.7245181	333.7557996	390.3242465	317.2771752	8.74951022	14.89488659	15.0931963	10.25632009	8.563733318	5.062694062
Cgl0667	WT-3281083	681855	682883	-	1029	12.18650475	273.039169	179.9408264	341.6220366	419.3767509	389.554888	3.511208012	7.81655856	6.572435829	3.748405198	1.465463301	3.653110147
Cgl0668	WT-3281083	682880	683875	-	996	23.38193834	243.1453116	156.5297123	317.9342489	384.0895636	366.3115682	13.8125684	11.47576868	11.75226448	5.65995289	3.028035615	5.832772526
Cgl0669	WT-3281083	683885	684223	-	339	110.9726849	119.8568113	114.6947662	102.3543549	107.977959	156.3938211	51.23997396	44.95522361	41.43453248	49.88772636	64.05501181	42.33845919
Cgl0669	WT-3281083	684242	684937	-	696	182.7450433	139.6441048	171.931755	181.7479414	212.175503	200.2845567	48.71684697	52.91604446	48.95876311	52.86046746	52.86532524	46.64443344
Cgl0670	WT-3281083	685121	686395	+	1275	22.2797981	156.8041156	130.8633876	282.4465792	324.6699204	273.4590527	26.04871486	26.22975694	25.50164581	15.35862387	23.18121571	21.1739734
Cgl0671	WT-3281083	686447	687361	+	915	51.46301024	123.3779401	108.2964667	197.1547205	217.8700884	211.7342791	111.4739914	118.9020627	138.4446726	74.5805009	69.54752489	82.16503477
Cgl0672	WT-3281083	687363	688022	+	660	65.53015966	95.14253496	84.93537173	137.5572968	143.547169	150.6491939	125.0665284	111.6047483	112.3231581	85.86338102	72.19938011	77.14855383
Cgl0673	WT-3281083	688159	688350	+	192	50.65016039	49.29834934	57.99984875	62.28678619	93.45518813	73.11928796	28.22682066	11.02417593	18.96684907	16.99847694	14.13714128	12.45897367
Cgl0674	WT-3281083	688925	689902	-	978	73.79190302	143.2846233	124.865225	239.9114993	255.7576093	236.2615867	166.2438517	165.998389	162.7724681	83.7314826	68.45961257	85.60767183
Cgl0675	WT-3281083	689926	690708	-	783	32.35727125	229.9760395	148.248201	357.3112363	380.8674886	344.4599064	63.00357258	51.36167789	49.83080215	33.72459931	25.03640175	29.2414226
Cgl0676	WT-3281083	690715	691734	-	1020	67.49173075	183.5567808	148.9607282	295.5913101	296.5937829	285.4738927	120.5706728	108.1147418	100.4764845	116.6440941	129.5073021	144.0634266
Cgl0677	WT-3281083	691894	692931	+	1038	212.2776421	252.8790557	260.7521367	340.1204366	364.0538751	333.6685956	373.7805046	407.422955	435.5327324	415.6096347	382.0750835	435.2307366
Cgl0678	WT-3281083	693040	694125	+	1086	75.17255557	100.5497663	115.4022648	150.9113201	176.7903669	147.2176187	47.85643712	42.48875762	62.5142555	81.68831106	57.20812481	63.87805284
Cgl0679	WT-3281083	694184	695089	+	906	553.921029	384.0031656	446.4471465	297.6472932	282.22229	266.1576263	344.4927924	331.513762	351.9902662	507.6005154	408.447914	458.2827779
Cgl0680	WT-3281083	695086	696396	-	1311	9.760358499	182.610529	111.1451936	268.0096401	339.569533	282.2016724	11.55373472	11.14021989	17.26175476	7.694754694	10.12209251	6.777290678
Cgl0681	WT-3281083	696778	698007	-	1230	205.9816535	340.6600987	304.4476559	508.8729866	523.859638	513.3498543	573.8147226	600.9197635	616.455638	579.6518326	659.5800115	705.1344985
Cgl0682	WT-3281083	698074	698934	-	861	20.80622763	238.1000926	181.7303476	369.5452374	469.3208835	402.4543157	1.45257292	3.195858667	3.927431166	0.689200205	0.700562944	2.778307717
Cgl0683	WT-3281083	698931	699182	-	252	14.21758888	234.5250161	161.0326713	348.9062631	434.3441125	374.8950831	0.55143972	5.879560496	5.161047366	0	0	4.0682363
Cgl0684	WT-3281083	699293	699928	+	636	276.8405986	349.5577389	340.987918	490.7463824	550.9976828	454.9788857	307.6409365	317.1634615	299.3796985	271.5091205	267.9240192	281.0153414
Cgl0685	WT-3281083	700022	700396	+	375	373.9794579	510.9713789	432.3524997	637.3675239	633.0430152	689.2826242	569.1916672	553.7134893	616.6501969	664.6095419	630.5290674	620.5850381
Cgl0686	WT-3281083	702093	703277	+	1185	250.5175155	263.3953425	257.8722303	336.5907299	344.3315003	311.5110335	156.7875748	156.470734	164.8503858	167.5044392	166.1939264	166.6843956
Cgl0687	WT-3281083	700393	701985	-	1593	263.1458823	230.2808752	261.4945462	260.004914	276.9793538	245.2051717	51.20600697	47.16935539	51.10894815	73.9423561	56.2290817	64.14175951
Cgl0688	WT-3281083	703417	704826	+	1410	229.5989353	250.9994629	256.8809746	309.0410134	280.222399	280.5437912	282.5577124	298.4314791	320.4417443	247.4609996	247.2629457	248.4220889
Cgl0689	WT-3281083	705172	708645	+	3474	204.7922129	258.3059895	226.0162134	333.6265057	350.8104389	325.9532017	440.968915	489.1306908	472.3882587	699.6465282	620.8079664	557.8472414
Cgl0690	WT-3281083	708854	709723	+	870	7.059768272	142.4966922	88.731972	237.1677531	256.1574481	254.2000203	4.791821013	7.055472595	7.474620323	13.98244623	9.359762502	5.499133205
Cgl0691	WT-3281083	709805	710293	+	489	99.95924452	74.12087598	77.96839396	205.9828809	167.6918615	176.3095758	55.98297229	45.88221442	49.47006383	86.1584821	37.62194925	58.70240354
Cgl0692	WT-3281083	710529	711617	-	1089	11.75007346	174.8943657	126.8700992	316.7676886	351.7828349	304.0890303	0.893241199	2.915484543	0.716575171	0.272452423	0	0.627606702
Cgl0693	WT-3281083	711736	712662	+	927	29.8155262	240.075062	150.6704425	361.76815	399.7099568	367.0301513	8.694544708	13.24328189	12.34642787	22.72464819	19.19519794	24.69906569
Cgl0694	WT-3281083	671154	672668	+	1515	13.0069823	99.81100238	80.60606602	204.348605	237.9424608	181.5163966	6.879346999	7.684178074	6.524381462	13.12141658	7.564692539	7.443664041
Cgl0694	WT-3281083	712750	714246	+	1497	22.90769832	146.3504837	108.9351461	230.6592438	251.83083	228.3824889	4.455721343	6.2212584	5.386519976	5.945905578	4.230754371	4.565555767
Cgl0695	WT-3281083	714243	715160	+	918	82.51777076	301.0240671	202.1095871	389.901635	462.2672312	412.9089202	17.71094629	15.67882799	22.66812961	19.39220185	19.05485419	13.40124899
Cgl0696	WT-3281083	715153	716298	+	1146	135.9975648	163.1736962	154.4878392	214.5887951	228.9113886	185.0523747	35.04384984	31.58339827	30.86900791	38.05846526	40.26494689	37.27441636
Cgl0697	WT-3281083	716295	716663	-	369	52.70911	203.9581124	168.2850786	358.7855826	369.0796113	291.3861323	66.28036437	73.9964199	71.19727781	50.65621508	52.3086998	58.34446205
Cgl0698	WT-3281083	716696	718021	-	1326	19.87889124	129.3585205	96.93478825	184.569907	235.9976081	203.1536799	26.30442319	27.13643306	28.83647641	21.704349	20.69751403	23.96761838
Cgl0699	WT-3281083	718183	718365	+	183	18.17986775	90.83038535	62.91509017	92.96277671	222.576553	158.845836	0.759359614	3.469904555	1.421403209	0	3.296091227	0
Cgl0700	WT-3281083	718589	720364	-	1776	1061.419862	825.4305031	905.3609006	715.1006743	678.030019	687.7165462	2679.259301	2554.271768	2785.417263	2137.882156	2007.219338	2182.38887
Cgl0701	WT-3281083	720556	721461	-	906	1150.494825	826.8681304	947.8929148	711.1186111	679.3140033	655.18528	811.8434327	772.8312366	676.131384	1010.943736	923.085628	1001.809924
Cgl0702	WT-3281083	721789	722856	+	1068	53.43576944	171.8484526	137.4942139	283.8834376	294.0163222	258.7253272	37.08277217	35.67373784	27.52172	38.05991976	31.91005172	46.07620438
Cgl0703	WT-3281083	722934	723350	-	417	996.663209	825.4510769	925.1686641	574.3840143	518.9385065	551.3373784	486.2032108	449.7229294	460.3505731	300.969763	415.1415044	385.1653935
Cgl0704	WT-3281083	723424	725574	+	2151	56.5134286	86.50563161	88.62516189	124.1159682	150.3207802	133.067626	88.57183248	86.4959611	85.37538437	84.00312376	83.98596747	89.92107235
Cgl0705	WT-3281083	725881	726474	-	594	155.1009696	290.7133013	256.4266554	355.0231615	422.6062487	360.9129821	859.5107099	830.2652094	827.206416	395.1014217	352.8732009	399.2624635
Cgl0706	WT-3281083	726479	726727	-	249	393.6387861	237.3506187	303.2052538	265.1706927	206.8174573	230.8310108	1172.533584	1066.821459	1417.584258	611.2749121	410.6016294	430.9389584
Cgl0707	WT-3281083	726751	728364	-	1614	571.2933762	441.2669369	492.4450645	422.8678907	391.2193987	427.1330441	2554.711574	2450.530872	2444.195288	1644.170357	1848.421003	1841.625542
Cgl0708	WT-3281083	728705	730336	-	1632	1430.435799	1076.783458	1264.662704	876.4530047	762.154546	769.5488797	777.9192564	717.6090049	717.7119442	1704.938147	1818.794045	1642.07179
Cgl0709	WT-3281083	730505	731314	+	810	54.65873059	114.2902292	108.8198041	146.3950672	201.1432553	166.3870019	49.58055792	53.83064276	62.62070804	38.09490319	39.46764051	43.87668187
Cgl0710	WT-3281083	731324	731812	+	489	143.3970314	131.7179898	123.1283053	179.1155486	205.8536856	179.0116382	105.145684	96.52579072	113.3024043	100.1137292	67.84285931	81.76406207
Cgl0711	WT-3281083	731869	733032	+	1164	154.7811738	221.3405396	216.4733128	298.0938686	314.9343495	273.8536825	239.4840169	234.5762796	270.8432527	177.6635565	186.5519674	201.6922512
Cgl0712	WT-3281083	733084	734958	+	1875	28.25319262	65.37971137	63.41841089	94.2351702	112.0624899	96.98404718	45.28334748	42.44572313	42.17360177	28.64150645	27.34437282	32.25948656
Cgl0713	WT-3281083	734996	735355	+	360	121.5603849	116.0715607	128.4516424	92.17274651	94.70125731	103.2272301	93.02788073	101.1284405	102.6016216	117.0319382	139.9053389	141.4390154
Cgl0714	WT-3281083	735414	735911	+	498	67.83331562	124.7017899	136.4423642	192.4516889	201.0525108	186.3894082	30.13651288	24.65165124	36.56260062	19.66088899	22.40746355	22.64488157
Cgl0715	WT-3281083	735911	736366	+	456	194.743553	189.3461633	176.3278185	143.3196326	149.9217965	164.4391665	153.8952165	152.2496718	173.981623	174.3767203	154.1031073	156.6270975
Cgl0716	WT-3281083	736425	737219	+	795	46.99852022	119.0601644	101.1389751	153.818402	191.3962253	181.1605426	31.28848161	28.75437888	29.44718346	18.28721224	15.55381917	15.90450116
Cgl0717	WT-3281083	737225	738541	-	1317	7.967031582	175.6433439	114.5083304	243.6396731	296.8766906	269.7546203	1.89926391	3.535772143	3.752633984	0.225285261	0.228999504	1.037909944
Cgl0719	WT-3281083	740237	741028	-	792	109.2169328	272.5437199	209.955282	357.0790064	444.2803004	420.2078153	299.8578803	270.9942883	267.0138233	79.04525914	94.43800773	92.76811562
Cgl0720	WT-3281083	741409	741780	+	372	354.9810901	291.678668	339.9444388	233.1863327	245.9981726	295.6960654	228.6162348	233.8547771	248.9289684	257.6191461	232.6801174	191.0758727
Cgl0721	WT-3281083	741827	742393	-	567	60.48117175	58.63125403	63.9137424	63.86960116	99.05260998	96.41823816	34.31180479	30.23773969	33.03070314	37.67627789	31.9145341	28.32697868
Cgl0722	WT-3281083	742421	742843	+	423	38.72024206	118.4320145	98.16538892	159.2789658	189.1904177	206.1616169	7.555897437	7.50582191	11.68373276	7.01420067	2.138952818	2.423630136
Cgl0723	WT-3281083	742840	743064	-	225	29.57258487	77.97956787	90.59772985	116.0347266	208.9408793	123.3221308	12.35224972	18.81459359	15.02896993	10.54935781	5.361641729	6.075232874
Cgl0724	WT-3281083	743076	743912	-	837	100.8990179	165.4914428	147.0273792	272.6795951	280.8345152	243.5027993	250.8635663	253.390091	272.8584698	202.7631944	203.2235172	225.3715421
Cgl0725	WT-3281083	743909	744943	-	1035	81.34933464	182.011806	151.9080293	248.1808668	277.9059322	231.3885736	225.4285574	212.4822037	226.6911518	219.5871761	288.4796365	285.2718045
Cgl0726	WT-3281083	745055	745510	-	456	50.50985523	115.4302814	103.0648517	141.4727301	156.217725	158.6439536	87.76598487	77.98153921	87.2760273	78.72978792	83.33472754	112.4117925
Cgl0727	WT-3281083	745631	746905	-	1275	379.1580056	458.4619176	443.6624123	445.5997716	435.7078776	411.0305894	797.919002	844.0005335	841.5543116	1190.060643	1327.9525	1352.722073
Cgl0728	WT-3281083	748125	748457	+	333	11.52777477	63.78129662	66.31590586	119.8789459	202.0652716	141.3562069	0.417305734	0	1.562262986	0	0.905682725	0
Cgl0729	WT-3281083	747040	748038	-	999	35.86418817	208.2135806	153.6035084	288.8222706	357.4310138	327.1858871	23.92552874	28.39139122	19.26791017	34.45173158	27.17048174	27.02383992
Cgl0732	WT-3281083	753706	757407	-	3702	167.5693782	136.196507	135.3133301	76.80240699	74.73991577	90.96934504	218.3540416	220.9838053	211.3536726	198.8423576	203.2611849	206.7745387
Cgl0733	WT-3281083	757639	758292	-	654	403.4403891	282.0452441	326.9853081	170.7554537	192.0546985	190.9230237	274.9508797	260.2110076	277.2192671	357.4925725	290.9858886	349.0472099
Cgl0734	WT-3281083	758373	760808	-	2436	86.04092581	73.54178847	85.53972851	49.71533951	49.278046	66.10610792	162.2373686	164.9173274	165.4026697	204.2557694	203.7853053	193.3113662
Cgl0735	WT-3281083	760915	763215	-	2301	19.46345284	100.932519	79.15653457	184.7615237	201.0346597	169.9009846	77.66456883	75.98201256	70.08796527	113.3419839	109.7056909	104.5542033
Cgl0738	WT-3281083	769556	774154	-	4599	7.512228958	43.17027266	32.17575388	60.54081277	79.55334788	69.52743375	200.9960009	199.0536137	193.0373113	217.0256829	206.0454784	186.7301885
Cgl0739	WT-3281083	774159	777047	-	2889	34.28166291	90.05879343	69.97098813	116.8976117	142.2925598	128.2318737	227.5161261	220.8223718	204.2938699	177.4658323	186.3421045	186.775559
Cgl0740	WT-3281083	777167	778723	-	1557	62.29440677	198.5371185	149.468798	322.3787854	348.0350436	306.6717247	103.6196671	94.8886295	98.9011805	84.98940719	93.75124989	81.64691579
Cgl0741	WT-3281083	779026	779925	+	900	18.76721732	175.7105394	113.6665962	213.915633	300.6515706	260.7749225	28.71898061	28.22189038	31.79205177	25.38439223	29.82413212	26.95884588
Cgl0742	WT-3281083	780098	781186	+	1089	78.72549215	192.9137852	137.9625669	270.3661718	308.1189233	278.4575859	94.17314355	95.82225866	92.9159139	64.29877176	70.06690896	79.39224779
Cgl0743	WT-3281083	781576	781890	+	315	42.24654982	114.3309454	74.29972554	139.5625052	219.8778064	191.3800075	10.58764262	7.39144748	12.38651368	5.651441683	0.957436023	7.594041093
Cgl0744	WT-3281083	782171	782629	-	459	52.40993548	247.458381	172.7080907	356.3242236	398.3512124	347.5991433	93.8528778	98.22324593	98.03966055	111.828364	97.24546274	90.83068758
Cgl0745	WT-3281083	782724	783116	+	393	64.46754042	174.4671428	177.2188418	308.1592037	360.6942223	301.749216	53.39283516	44.16402693	50.9643578	40.76803351	29.92901156	32.17322753
Cgl0746	WT-3281083	783196	784572	+	1377	240.1192789	236.3931688	232.3335029	226.0512067	245.1091366	233.8917631	185.48558	182.3048039	194.1903103	178.8391949	156.6002384	145.9247112
Cgl0747	WT-3281083	784647	785654	+	1008	125.6733303	252.3892264	209.9042145	334.5356028	361.1820509	346.548558	165.4319159	178.9066265	188.8943336	223.408554	242.6501921	243.4161386
Cgl0748	WT-3281083	785655	786839	+	1185	133.2494026	212.1579349	191.771566	288.5469517	296.4824439	274.2969637	202.2876339	193.6236024	199.5326241	194.5455146	227.0214125	248.5846869
Cgl0751	WT-3281083	788208	788561	+	354	261.7000258	278.467402	292.1819442	291.1970448	348.7304105	298.1342373	286.5617256	273.2500827	290.2433078	265.6895995	274.3297622	220.0984791
Cgl0752	WT-3281083	788672	790108	+	1437	231.3400579	272.4700866	258.4903914	352.5817808	368.857287	314.9256622	332.1762354	332.0049108	329.9881024	290.0935749	300.5429654	322.2314931
Cgl0753	WT-3281083	790108	790719	+	612	459.9808167	560.9308118	479.2649516	673.7500253	659.6836809	696.8175373	662.5710421	725.26108	705.9705614	515.3477642	550.9481115	555.0350622
Cgl0754	WT-3281083	790744	791424	+	681	508.8268373	501.7233963	522.4446915	496.4083336	432.3805145	503.2516942	867.4462595	868.1028616	934.6634044	783.3595266	732.0589575	839.5262609
Cgl0755	WT-3281083	791524	793023	+	1500	99.12502968	232.2457261	186.3544971	312.5077201	352.5279225	313.1501251	187.7850764	191.0621979	183.9892742	138.8559221	133.3038175	138.5153095
Cgl0756	WT-3281083	793020	794726	+	1707	77.35967517	230.5900759	171.1644281	315.0679307	367.3823635	322.006066	69.5221085	67.57877969	70.40067704	55.62051568	54.06400601	58.65696064
Cgl0757	WT-3281083	794726	795316	+	591	9.093483243	274.2201608	176.2899989	371.3605258	439.3247748	401.5906046	3.762106515	3.939603987	5.721689059	2.008126486	1.02061708	2.891132396
