Uniprot_ID	Gene_Name_Stringdb	3F1	3F1	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Q8NSQ6	cgtR7	607.4597293	1201.094457	1007.474116	1025.879268	1035.673646	760.7984383	1950.983658	925.8666472	1416.573055	718.2581691	841.3425505	737.6691813
Q8NM73	Cgl2706	9895.59502	9806.43045	2938.694832	2444.066966	3952.869706	2886.550693	8391.021202	1873.479171	1419.84449	5690.815582	2384.399776	2519.700378
Q8NQJ3	odhI	131369.5588	141476.9924	144653.3533	135099.3768	133707.1702	139404.8206	147555.1034	111225.324	116947.1107	100513.9656	76878.51777	96878.41105
Q8NQJ4	secA2	1216.107633	991.0109266	1004.744087	850.0952372	964.9717158	990.4151125	644.5755935	663.4495429	771.9625019	485.0271478	143.8410101	763.4728035
Q8NQK6	engA	4397.162215	5833.680934	5316.361104	5583.741105	5634.47528	6866.140953	7408.407207	5477.382754	6341.02547	4525.51247	4128.751482	4234.634992
Q8NMH7	ptrB	3902.811975	5141.782781	3194.202831	1455.312488	2766.943361	2212.510674	3563.800341	2998.437314	4121.497307	1261.437332	962.0862784	1567.856234
Q8NQM8	tyrS	3160.306132	2937.120976	3158.987506	2715.15605	2787.555912	2420.80134	4545.248933	3350.58035	3630.067845	2099.668841	2894.239019	2620.448352
Q8NQN6	pheT	8137.453145	11521.43239	11851.59555	12606.69927	12526.29628	13305.67304	12179.42339	7349.518065	8410.570868	7197.153409	6458.192317	9475.303974
Q8NQN7	pheS	10292.88319	10628.81755	8767.050332	15363.31305	15657.64609	16116.005	11437.44438	11029.1529	12828.39353	8384.280755	7154.42621	8747.656168
Q8NQP6	rplT	43508.5773	24604.15082	38681.98987	25233.25994	15872.44643	13653.11944	39943.05456	23941.08512	28987.9593	37610.01296	44848.59275	54665.76814
Q8NQP8	infC	13498.94197	19551.80452	18440.72305	13928.10653	14030.33593	15377.15138	27769.31387	20484.10651	22974.78565	15778.10028	15163.32738	17271.45803
Q8NQV2	ddl	2947.066909	4570.210198	4549.232575	4291.63656	3704.924036	3953.16435	7145.09365	5236.269224	6353.989604	4455.566324	4260.359335	5228.798386
Q8NQV3	gpsA	664.3670336	1129.593985	697.9322164	730.332503	815.7359512	821.0047187	1656.946157	1172.974463	1473.499148	1246.090878	1267.702235	1461.848276
Q8NQV7	leuD	15193.74123	18043.38823	18157.02297	21975.35152	18762.88773	29997.8655	13563.80998	14722.9168	18624.69407	19167.69505	18230.25986	17208.70627
Q8NQX9	gltX	7241.069801	8896.145915	9247.534327	8770.129752	9598.425535	10150.62088	12290.30545	9708.124033	10430.13215	7705.528939	8168.331154	8899.14752
Q8NR05	gatB	5671.785856	7220.693929	7307.997063	7716.301985	7917.346067	8224.166775	11169.78704	9920.777627	7692.340908	4859.133203	6643.683417	9072.984732
Q8NR14	pfkA	7176.170308	9595.661577	10243.87924	14390.54618	16728.82476	12656.19757	10125.21975	14951.78842	14847.32175	5271.95292	4966.347905	8191.134061
Q8NR17	gatA	13178.0888	16700.30549	15204.01534	13621.37219	15676.26761	15706.11692	21119.09794	13117.5228	14213.50975	8962.041101	12184.35135	12416.65102
Q8NR18	gatC	8180.042282	9394.924691	9888.529553	9993.534189	8994.757225	10773.50347	13088.70939	10708.93424	8274.634914	6540.9092	5759.842329	8520.951376
Q8NR20	ligA	618.9963138	714.2342853	527.7704305	550.1141897	565.1134861	289.9563456	272.2335478	212.0201295	213.6426917	111.7900627	186.7601309	157.8812599
Q8NR24	mnmA	1294.399685	1571.163667	1628.258644	1460.623181	1604.080167	1889.786416	2040.936804	1573.518914	2034.255468	1153.21759	1202.180475	1495.722654
Q8NR39	glgE	2320.337828	2784.148172	2743.202409	2282.800279	3413.078807	2774.956594	5619.514632	1644.564883	2792.200064	2263.487078	1705.766702	2315.240983
Q8NR40	glgB	2794.040553	3877.470424	4437.262267	4464.411865	4542.356449	6006.298177	6426.172385	2824.258657	3878.253095	2582.535465	1336.32079	3455.196384
Q8NM11	pyrE	2476.42432	3276.305273	3694.99291	129.1352857	2545.51974	834.8481659	961.1780375	1088.559312	2050.439231	712.0394122	652.7607283	2052.715238
Q8NQY0	entC	275.7257121	358.6047782	386.2615711	325.4515364	300.559343	384.4877422	783.7503901	386.3731288	554.182887	378.0732963	547.0572851	512.4929071
Q8NRB3	metE	242190.9244	256811.5103	280736.0811	344377.1033	382732.2359	389857.7604	112363.4209	67392.24582	88673.2468	168337.4726	121481.7677	151226.9477
Q8NRC3	kgd	22679.10709	25358.52783	27776.57712	26787.63307	28588.2223	29206.48078	30013.0303	19611.5964	21337.56713	19200.268	17748.67723	18500.37828
Q8NRD4	glgC	6690.119221	8546.254395	7196.586615	6765.598337	7721.553691	5437.734364	16761.2769	12777.09463	14352.4865	9665.794435	8875.340861	9847.884532
Q8NRE3	dapD	6233.532958	8246.33496	8988.298583	7010.709171	7345.675032	7148.178749	9463.291754	7274.104422	8385.733503	4314.69741	5240.827143	5307.729465
Q8NRE9	mshB	1928.780519	2674.392779	2631.110262	2773.987929	2492.97733	2814.060642	2789.755532	1986.205021	2600.82341	1793.477869	2190.265074	2096.867849
Q8NRI0	nadA	26407.6034	31033.98933	27081.90633	53280.76149	53110.82313	62377.95904	20964.57391	21217.94276	20577.3974	14048.50948	14032.99337	15733.61772
Q8NRM2	ispH	13231.47478	12576.88739	13060.64355	19877.77713	17342.19319	16260.68651	16109.59872	16801.67669	15989.98955	7181.613536	10878.24019	9590.747924
Q8NRQ7	mca	1851.586163	1280.631664	1562.462999	1148.776734	898.603556	2247.383427	3202.762218	703.6510919	2380.985819	796.194756	1021.243811	401.0818611
Q8NRN8	fumC	46305.69874	49969.93634	53386.39221	53321.90321	52667.90362	50503.3096	57760.91378	39436.7551	41476.93223	34374.48891	30412.67095	38377.82281
Q8NRS1	eno	147504.0455	152139.2515	151628.4436	181949.8353	193446.1151	181883.3793	174867.7534	101088.6344	126358.9271	160125.2549	137108.3901	86453.46598
Q8NRU8	glmU	1954.9414	2422.332231	2158.021995	1650.393245	1810.865101	1785.965591	4057.90867	2517.002762	3125.961822	1975.047418	1652.652563	2602.596407
Q8NRU9	prsA	4237.536422	6244.884897	2343.791634	5082.29017	6229.302133	5362.451095	12289.97465	8059.232141	9701.533913	5549.308862	5519.475341	7108.610436
Q8NRV2	rplY	12917.32533	14938.04153	16467.15252	12044.03098	13256.44551	13177.69102	26069.85337	19672.26126	21206.17569	18884.41509	18735.3308	21420.74618
Q8NRX4	pvdS1	9881.779833	9913.565077	9167.057593	10990.05834	9735.228031	10972.24006	10013.84651	6693.443428	8699.853077	7917.155864	8427.375481	8604.892761
Q8NRY8	dld	1811.976962	1969.930722	1710.974083	1805.082299	1570.980775	1160.446241	3060.945737	2426.716472	2770.92818	1455.079751	1838.832011	1919.394824
Q8NRZ4	metS	3020.302806	3319.207499	3370.436627	3941.289368	3369.786335	4058.358592	4055.521911	3267.80367	3534.258587	2927.532555	3054.431149	3300.625235
Q8NSL2	prpB2	590.7848861	977.8337467	6010.600832	1459.848748	2036.884063	1400.208808	372.8224477	379.6145606	355.6159041	608.5524925	402.4880451	580.7735466
Q8NS15	rpmB	19394.41226	20333.26291	24935.91142	18100.2795	15859.54052	17949.1342	39127.47625	21522.72725	22320.49875	22927.77988	19196.98463	24145.83949
Q8NS16	rpmG	37596.62928	36000.50556	43612.56191	25229.96933	32952.1376	24828.04119	69484.78067	53139.71258	51997.5349	56414.60283	53341.09015	55842.17378
Q8NS21	purH	10852.39395	12711.09169	12833.22067	13299.95831	12197.92618	12903.13392	13906.82744	8076.812006	10578.03661	9100.828729	8908.02453	9730.471078
Q8NS31	pgi	16287.98889	20063.46375	18919.66434	20229.39738	23888.21716	26939.72474	18208.29558	9110.961447	11254.51065	10303.16569	9287.667035	11524.96745
Q8NS38	thyA	6051.167799	7661.098076	6956.06799	6585.75564	6839.979561	7370.493585	9118.41343	4792.567536	6923.955892	4110.575013	4008.658923	4335.889157
Q8NS78	prfB	1574.413081	1746.244155	1292.511732	1756.538594	1426.638332	1810.920442	2686.872536	1761.378043	2360.856106	1326.47119	1875.379566	1206.991246
Q8NS80	hisN	1354.806948	2017.948751	2068.601624	1986.093262	1547.738549	1861.753078	2241.427453	1082.06989	1492.540557	919.8440685	1277.340065	1451.196206
Q8NSB6	secA	9243.274886	11543.41388	10738.77227	8572.081906	9036.122795	11635.12707	14167.19427	8141.833333	10312.95219	8881.377161	7585.048294	9083.934936
Q8NSC4	sahH	7491.027565	9039.182997	10067.46131	6554.17892	7612.508395	6761.920622	20265.83786	15105.78134	17233.16786	18658.09326	17508.26176	19773.8562
Q8NSJ4	trpS	4186.336616	5230.546248	4609.550941	4383.279565	4764.482556	5679.157479	10584.08959	5809.270743	7153.856895	4037.079496	3763.927678	5711.549096
Q8NSM0	folD	8068.879423	8956.045659	5482.735715	11769.21765	13614.71086	9925.479447	5891.761921	8245.555453	7946.288028	3389.571497	3849.334051	4355.092236
Q8NSM4	cobB	5682.34243	7177.321362	7084.73756	5923.334638	6444.06988	6849.217157	6822.377067	5037.402214	5392.250745	3627.995588	3840.535769	4658.536702
Q8NSN2	metN	945.8737243	1217.067511	1187.21132	1016.436111	973.2490494	1166.622221	1724.797194	1102.140269	1505.531628	1159.353954	1202.169304	1205.759225
Q8NSR1	guaA	21250.56886	22580.27626	21090.89433	19977.05437	20701.5803	22607.01337	23024.07946	13231.12816	15910.57474	12934.2744	11603.71902	14845.941
Q8NSS0	groL1	23074.81645	23173.03645	24223.11052	22121.99409	23214.3566	21056.51518	28601.66768	16517.51684	19875.77178	14258.0548	12333.90173	15532.85715
Q8NSS1	groES	93878.28485	121371.9191	122144.6643	79670.29245	100697.2238	86657.40366	140740.8208	86392.35079	100101.3025	89837.35431	62414.58585	85267.46844
Q8NSS8	Cgl0590	3333.885355	4803.710041	4512.517151	4896.116458	1570.716777	1794.139393	8873.918463	6631.777328	6596.857414	5138.70162	2689.009158	6312.141003
Q8NST4	glmM	5675.870009	7958.060919	7071.969177	8282.280556	8342.891586	8637.367554	11448.04382	6823.25847	9419.953304	7929.455365	8499.590922	9485.971988
Q8NST5	rpsI	44531.1245	55529.40701	61256.11817	49349.5647	54230.55044	59118.52322	96617.9715	69558.87678	76445.57337	77684.63164	65782.24404	65927.68315
Q8NST6	rplM	10914.06254	11869.42359	9823.387977	6052.339747	7803.232837	6666.395221	18054.47106	13075.60485	16473.30615	15026.94104	11997.24782	12056.16174
Q8NSV1	rplQ	19226.11443	27947.38902	29047.94725	15711.58597	19965.60341	20568.53873	44357.37693	32090.38738	40295.29703	33056.00007	30318.56928	33246.5764
Q8NSV2	rpoA	44814.18588	65503.31776	58987.84337	58248.22531	59734.31972	54821.91136	75481.53828	38573.03957	43098.5698	41667.22466	34696.41675	50328.71737
Q8NSV4	rpsD	39184.36524	41616.42803	47987.97737	39090.43479	34800.15548	41092.75905	72078.17284	43823.35288	50129.98026	50124.55422	41715.50699	50705.39681
Q8NSV5	rpsK	50122.82831	64947.94818	66601.43477	49627.38314	53246.68321	66179.50521	105731.9326	80093.79645	87427.55391	85507.76752	68726.20436	79967.79523
Q8NSV6	rpsM	44417.48297	45971.03114	53579.99895	50887.47779	52010.28958	58586.00697	86128.9617	74292.49438	75412.22833	71659.34126	59136.38316	56844.83769
Q8NSV7	infA	87165.93653	114665.8219	131049.9958	64917.37869	65415.20168	67204.31033	139091.4487	69923.81092	118203.5588	104089.1147	71952.80989	95193.58397
Q8NSX3	rpmD	7310.181907	7694.196203	9397.064436	6589.409777	7701.627116	7417.678665	17667.70887	15880.79206	17071.77836	12685.06899	14731.55426	13681.22388
Q8NSX5	rpsE	10909.67252	15362.29168	17087.14437	11786.01135	15291.17122	11817.86296	32396.44617	16824.29911	19511.95821	18831.56772	18296.08344	18822.82858
Q8NSX6	rplR	47182.47042	50325.94025	52465.06592	43307.153	49045.42048	50945.87985	78237.64029	61416.15496	68745.99447	58304.47489	50661.89743	59165.96808
Q8NSX7	rplF	36597.62227	48560.23708	50578.80066	36902.21203	35126.04038	38403.74079	89412.84955	46531.01456	53087.52532	59016.80705	48754.16474	54873.84714
Q8NSX8	rpsH	10786.51351	23123.33268	18724.57135	13484.38506	16105.87592	19145.89403	24384.9612	20607.03989	80840.98023	26746.8606	60722.22516	67822.5707
Q8NSZ2	rplE	8432.634119	13886.94663	15583.62259	12450.99861	8689.22498	10963.42598	23314.7497	13684.68748	23962.98159	17677.05951	16667.25302	18372.49571
Q8NSZ3	rplX	13022.31591	24173.5338	25839.66725	18578.80092	17467.17038	19908.72295	43508.71558	22547.92021	26714.27596	25277.53964	19022.11071	25159.13109
Q8NSZ4	rplN	6380.772906	8817.262276	10813.72333	7573.434927	7781.984026	8302.827393	16854.9445	13072.42568	14805.69343	11761.71622	10507.40517	12139.00394
Q8NSZ7	rpsQ	17578.08023	20994.76144	21911.28372	21413.43195	20486.15008	22413.35726	37284.34684	20920.67099	23511.41297	24934.74865	20256.14169	24968.10628
Q8NSZ9	rpmC	110418.403	140342.229	131620.792	100350.821	117178.9137	122317.822	214185.9017	148815.1796	150080.8786	161208.0816	117461.5535	140785.4522
Q8NT00	rplP	32537.17093	42733.26353	60221.44523	51780.13308	55177.85933	61151.88932	87937.17301	37266.79145	60957.89057	48416.20567	29329.14767	47292.23836
Q8NT01	rpsC	67146.36435	81739.59586	95430.47706	79183.69954	60539.16413	86678.20814	136577.4105	95630.53437	64592.4614	104694.8586	83249.12661	93757.80221
Q8NT02	rplV	26368.684	24375.02927	28383.9166	24441.32163	30497.38926	14279.48941	43330.03117	25907.95381	43916.96584	32668.58881	27507.19679	31834.15013
Q8NT05	rplB	21030.49286	23890.2446	26755.44412	19958.66958	21214.7803	24944.90015	52465.60054	28838.49892	34538.11354	32938.00348	26114.53935	31952.20349
Q8NT06	rplW	63154.94561	69281.69444	78795.82367	63917.6903	58017.3243	63921.82392	113623.7922	99011.35478	94076.16864	95543.72608	81561.42832	84693.54434
Q8NT08	rplD	30335.30864	43237.69209	38535.35755	32759.83267	37852.68847	32397.35258	57114.70429	45488.03627	54822.62968	48713.70192	41971.59499	49296.53812
Q8NT19	fusA	46643.07119	52015.59876	54780.84918	55891.43673	56299.12071	55092.50826	63526.48893	49362.48838	46821.41423	39453.46946	37624.62697	41882.14436
Q8NT20	rpsG	36480.09864	45639.10683	52169.05363	37262.10264	40012.3982	40266.87482	95887.82702	53608.78974	79942.32637	81801.55852	56711.11906	76700.83386
Q8NT21	rpsL	39315.82982	46605.30411	53223.82262	33957.66799	41809.10775	21709.31779	81945.36912	60734.37396	68976.77877	62650.98446	55832.77395	62983.56003
Q8NT25	rpoC	14711.01797	14720.68273	16229.66778	15130.99012	14899.27283	16191.17153	23404.07367	12804.26494	16610.1887	14925.12802	13664.63342	15990.63094
Q8NT26	rpoB	21005.78309	28564.52664	28079.71552	24714.16767	26551.15544	27010.74842	36477.05716	24681.18093	28822.3597	25123.20846	22872.39156	26319.38574
Q8NT28	rplL	13816.55203	16442.93078	16736.48038	15832.47262	13994.12364	14355.00506	31480.07135	15443.35198	19818.77519	11199.84762	10145.7963	21127.22936
Q8NT29	rplJ	51227.43295	64016.64293	65490.9534	51272.48905	56007.86388	56680.08054	113568.8519	75464.44606	81064.57603	87995.13738	71860.28526	78894.24743
Q8NT39	ubiE	3600.120523	5093.901366	4914.98285	4255.103352	4034.920623	4281.979917	7254.844197	5365.119331	5875.623219	3767.381146	5000.224898	4784.21018
Q8NT73	hemL	6312.451643	8688.082278	8109.457383	7525.277522	8975.964018	8550.739331	5627.819407	4612.471285	4865.088005	3174.963272	3334.906995	3801.475921
Q8NRW2	prfC	667.6311097	998.7903557	1087.615663	777.4884604	732.6934979	950.4501869	1225.73251	362.6617178	634.2394574	325.485226	343.7307984	258.8686354
Q8NNQ0	rluD	1670.820974	2312.753979	2190.927761	1756.067452	2398.249644	2302.401435	2846.135396	1446.80576	1538.132272	1467.087163	1320.532296	1696.563985
Q8NTA5	gpmA	87150.02192	96347.69393	100334.4131	100745.7188	108165.5954	112108.6593	112208.82	95335.42362	96704.02876	67309.58599	68214.17437	69229.6875
Q8NTE1	lpd	37380.88509	43517.40299	42258.28415	41280.25482	43894.55193	42522.50018	44519.28834	31765.81831	35971.89319	29487.90534	27735.64413	31561.74888
Q8NTF4	murB1	601.7875041	1056.644959	726.0971888	882.8772571	1229.732	1001.007413	1227.914439	978.1804158	3071.746775	2034.62807	1329.742774	1015.80333
Q8NRY1	ksgA	756.4054886	947.710662	1072.334133	1061.885575	1063.665832	1067.500313	1503.963657	1295.116225	1461.697917	699.8013309	924.8608064	863.1395116
Q8NTT4	pat	4498.824732	5145.537401	5044.114823	3946.018686	3425.036802	3669.200367	8168.629806	6067.237473	6968.432998	4209.88056	4513.14907	3493.309757
Q8NU98	pknB	318.2720248	577.8955785	402.0606259	438.6871402	574.0801605	744.0343709	601.4253972	372.4515262	377.7407077	299.4349354	374.7154126	348.2256121
Q8NUD8	dnaA	226.4588744	265.9647136	266.0867823	290.3542963	200.0952696	42.99418395	472.6762218	313.3119084	424.9889031	288.5620936	388.192985	438.6583888
Q93PM7	glyA	7782.734434	12115.70719	9983.101289	11209.66698	9937.063677	15943.78063	13079.63802	3260.615029	7780.737843	5206.804252	5718.38922	7477.162731
P42442	recA	5075.644015	6546.335248	6775.477386	3157.955646	3242.575626	3407.595232	9232.207576	6602.877311	7467.030672	2658.540184	2874.063499	3104.947191
Q9AEL8	ctaE	44790.86256	61340.65528	68065.99377	52275.19934	53651.33854	69081.66306	90576.53573	88132.76068	80396.68732	74414.51437	66377.31445	72330.4203
Q9AEM1	pck	12336.30383	16199.38341	15424.82514	13780.99334	13462.63603	14383.85195	29302.16385	22208.35942	24350.28484	13973.09925	13131.91055	14674.22561
Q9K5E4	metK	9594.584257	11082.73912	10755.93896	8251.519783	8636.13097	5139.566654	8763.290547	5612.575255	5382.774573	5201.925756	6417.805819	6033.084752
Q9KJU4	hisC	740.898272	1057.867093	876.4945883	817.419644	979.8842134	978.4606015	1457.114925	788.836579	967.525306	568.4677322	468.1487301	995.2598246
Q9LAK5	rplA	15468.1462	34820.89244	17796.98651	12974.68549	17297.87625	19372.36036	37281.98859	21126.3464	29601.98402	24086.10353	21559.8317	28076.03583
Q9X5C9	aroE	2149.470221	3148.339371	1035.939196	4148.093117	4583.096946	4748.977131	1574.09483	1465.619275	647.2216146	2245.552239	1077.012516	2604.551992
Q9X5D2	aroB	2036.789371	2784.031848	2051.375466	3180.600301	4868.124443	5531.98717	2907.165939	1300.714855	2390.448185	678.5394112	1417.885779	1881.39451
Q9X712	panB	2032.387637	2700.447516	2693.338945	3174.302621	2746.365872	2824.259393	6302.895595	2184.678565	3812.665091	3647.514461	2843.522051	4241.598968
Q9Z470	aroA	5277.724281	8202.760934	4500.704332	5034.543047	5532.59072	5959.059196	8796.95974	4901.827838	7121.369918	5958.084061	6040.917533	6259.107411
Q9Z471	hisE	1258.544066	4329.302379	2455.877029	3955.741061	3323.925661	3017.066702	20343.10718	3882.002019	15237.2656	9631.635633	11055.65136	11008.95168
Q9Z472	hisG	12557.62912	15195.94521	14876.9636	11170.92057	11762.99858	12411.4647	22543.46492	15810.36682	16665.66894	10652.53922	10331.26305	11553.68843
H7C6C1	atpE	3022.119726	4864.44688	4373.697972	5244.638628	5362.688199	3136.608102	3624.475388	4112.91326	3354.270089	3034.020938	2656.680642	2693.852529
H7C6C3	accDA	7176.132938	13906.49788	14215.11022	14668.88876	11894.09531	16715.30692	19154.13427	9589.054111	10128.74986	9998.522122	9808.457585	11420.7091
H7C6C4	plsC	3526.494946	4416.547049	5036.082686	4206.327333	4135.987876	5680.271892	8002.281247	4348.377937	6931.120712	5834.313588	4801.268205	6056.091316
H7C6D0	nusG	14627.33226	23755.69517	18371.78483	20077.07733	21753.58454	19280.39612	27665.84755	16697.29725	20132.76423	15818.79139	10509.18491	11051.23161
H7C7J6	nrdE	6536.489218	8699.28014	8096.393672	8327.564432	8535.565321	7171.049367	8998.462769	6357.292599	7517.90481	4893.118935	5373.931131	7008.736631
H7C7K2	pyc	4263.343953	4533.748136	4303.975751	4055.872441	4656.464547	6272.095654	13016.52875	8503.537027	12351.68892	11703.79313	11032.39647	15264.12845
Q8NN41	Cgl2372	1345.814952	2748.682106	1609.44839	2495.562631	1507.668243	2243.03449	3399.47565	1854.753489	1615.228615	685.5792842	344.4978842	1039.132006
Q8NME8	Cgl2629	319.3485298	595.7907399	622.6940226	314.2742397	236.9952151	488.1980616	408.2659292	175.3631831	262.0988604	186.1988273	148.9844472	178.0341089
Q79VE1	Cgl2236	1065.844989	1482.172987	1422.216641	421.8066759	1081.543598	977.9021073	1501.237343	324.5447744	345.9322569	465.1232125	273.2198697	624.5911035
Q79VE3	glnA	18652.8598	26888.78386	22593.8456	19822.46925	19084.14712	19718.79593	32952.78086	17864.60971	19158.21494	16196.28013	17258.0615	20265.59436
Q8NTQ9	Cgl0243	6577.515023	11508.42928	11411.5111	8404.520091	10162.13321	10377.33371	11413.27754	5903.912064	8876.931128	3822.558736	3905.527311	4920.570112
Q79VE6	Cgl2197	9022.428687	9779.886298	8842.671064	13842.23774	17670.27843	13889.12268	11502.58213	10313.06592	7607.704954	7713.776679	8186.082772	8542.406086
Q8NLX1	cysD	9594.564462	8243.880985	12758.92698	12103.59069	11489.59333	13039.78316	9050.444834	6270.774461	13185.17866	5636.921601	1287.306953	1631.433915
Q79VF3	sigB	6164.894615	6321.126633	6959.88208	6406.353384	5430.948964	6257.600311	6250.296036	4363.119341	5124.896903	5541.730354	6478.935704	6421.631251
Q79VG1	ndh	19287.58385	25729.66107	22497.56797	19108.24951	21805.58343	24388.98912	26792.26341	16404.9608	18420.02163	16514.3676	14370.65019	17555.01729
Q79VG4	ilvH	2171.182489	2659.117847	3777.133009	1789.676682	3148.515171	2368.52008	16474.32794	3916.989318	7234.122372	11015.4941	4341.416853	10826.47813
Q79VI1	sigH	3349.699354	4430.195354	3579.196622	2937.904644	2901.788701	2983.192626	3127.774753	2677.967171	3291.499746	1601.673679	2255.701638	2306.536854
Q79VI2	accBC	15369.84308	20905.40764	19246.85966	22107.96352	20411.95962	21385.61241	49641.89113	36694.83132	36443.92804	30520.83776	27223.95886	32359.00453
Q8NMP9	Cgl2517	5676.849292	4065.108057	5435.951721	2426.217371	4483.557403	2541.519266	6934.920084	3658.700796	4530.173943	3020.961651	3965.021386	3887.207402
Q8NL55	parB	4869.608217	5915.248694	5232.776721	5594.58107	4975.689056	5132.330945	6285.802114	3800.951106	5038.873259	4092.809567	3990.72559	5133.780583
Q8NL57	cwlM	4443.294331	3848.823085	3448.534868	3600.27226	3100.401335	3935.877839	5022.245212	2925.432285	3440.713606	3452.622761	3573.286597	4265.736613
Q8NL58	trxC	3978.13964	583.8312284	4396.752722	1929.265265	1878.108286	868.9887917	6635.374357	4744.340503	6033.043531	3604.038175	4245.730455	4158.516756
Q8NL59	trxB	9630.720363	16591.46526	12143.77258	9210.828958	9283.3303	10620.07281	17230.52439	9302.113215	12871.01894	6394.248927	6688.104304	8294.986094
Q8NL68	Cgl3081	1439.134687	1770.202225	1991.819814	1285.182623	1400.922626	1245.33682	3221.03818	2935.435915	2747.37311	2286.116396	2879.280874	2633.671163
Q8NL70	Cgl3079	4728.82874	7839.366667	6326.343098	8607.566852	6055.717863	6397.148434	8349.674567	7257.51558	8406.787964	2975.538571	6665.315819	4213.882371
Q8NL80	Cgl3069	45.17575007	73.05187625	141.2903352	148.9821696	143.0160473	129.7496488	465.6598799	221.5799497	394.3911213	244.1528926	197.7136561	385.347614
Q8NQ51	ribC	8892.787462	10648.24492	9884.785751	7961.042475	9707.737855	8729.506329	8838.521227	6096.448529	6839.742323	1709.732322	3232.64707	3916.2217
Q8NLB2	ulaA	6526.491698	8554.473119	8184.455037	14270.61158	15541.48162	16197.85145	5747.051878	4316.923631	4612.41422	5517.137205	5453.857118	6652.136206
Q8NLB4	trpP	2218.629605	3030.166781	3086.754346	1857.380966	2162.787193	2285.997289	6529.878394	5130.218698	5669.913189	2518.848507	2813.438218	3011.807829
Q8NLC0	hpaG	2629.01013	2328.231041	1794.065641	2762.996825	2578.602994	2764.472353	7391.959225	4950.932698	4341.25409	3775.760351	1152.21899	3092.324536
Q8NQF9	Cgl1476	6592.682985	8329.970335	8841.227499	8355.245857	9275.52071	8685.015904	11489.7698	7525.788477	9144.19986	6484.24663	6901.18581	7479.019837
Q8NLE3	dps	17583.41632	20423.78324	19136.47699	18881.99335	22641.21143	17121.58941	34852.9855	23879.82354	25549.35306	13737.03138	13753.03597	14782.98096
Q8NLE6	Cgl2996	58221.9109	61426.36767	73531.08917	45441.67944	52373.27924	53526.57139	89951.20205	60009.25779	74364.957	57607.96608	59176.90717	67488.92791
Q8NLF1	Cgl2991	21301.87104	11001.79884	19157.21075	22158.14975	20520.29956	21278.73643	24794.07677	17879.17064	19927.17487	13241.80033	14791.66224	15115.52726
Q8NLF6	mrcB	1081.067987	1190.410807	1052.978175	794.085655	938.9780671	1132.859361	789.834	587.0220468	477.4171228	386.4214776	564.3198607	367.2998661
Q8NLG2	dnaB	2325.363963	2740.367836	1840.333202	2335.272067	2049.839587	3219.55911	1884.378766	1103.205546	1452.752557	1072.492784	629.7757582	1029.616562
Q8NLG6	trxB1	15291.43983	18310.98568	19485.27226	4786.33946	14280.22533	16676.02448	20801.88813	13336.98682	13729.16296	7105.350263	8572.425336	9419.727716
Q8NLI2	Cgl2960	4215.054779	6175.998797	6003.300851	4038.446287	3558.255	4308.220894	5872.632726	3750.659561	4082.241348	1725.148801	2502.957289	2238.859374
Q8NLJ3	Cgl2949	27806.51599	25602.01324	27537.98178	22878.24209	21867.1875	24231.23333	24595.98973	16022.53099	20903.99421	15349.8939	15843.16318	17295.8566
Q8NRJ1	Cgl1057	2184.143777	3179.487327	3371.79328	3102.396337	2131.5718	3772.347798	4882.48581	3097.440167	4129.727405	1025.791764	1120.624395	1753.80497
Q8NLJ9	uspA3	9655.005664	11844.03275	10602.83868	10829.76279	12582.49702	10832.02165	16870.33094	12630.92249	13647.1482	9835.358587	10534.24547	11956.27248
Q8NLK1	mcbR	2576.769581	3598.999281	3321.010872	2356.666948	810.9047387	3324.193186	4858.660645	2050.27803	2984.04059	1862.158071	2025.90168	2382.763329
Q8NLK7	cgtR11	3163.583147	5471.059873	3807.795895	5199.135339	5296.33337	4913.238323	4805.294041	4474.783915	3857.666958	2956.326644	2211.170275	3306.053024
Q8NLL0	Cgl2932	25961.60927	34622.79083	32971.17619	29977.54393	25145.29235	21198.64312	35301.11074	12386.8826	17449.14489	11436.47924	15405.8941	14864.20143
Q8NLM6	Cgl2915	1002.949406	1335.086011	1306.816776	1194.648802	1282.475577	1310.160466	1966.635023	1264.461539	1698.686456	1020.95286	1240.008955	1243.612368
Q8NLM7	Cgl2914	1241.15991	1345.887432	887.0926382	1362.652151	761.338492	1151.37687	3835.290415	3374.082824	4093.865423	839.3588535	1916.660648	3194.700534
Q8NLN1	Cgl2910	2432.96289	3211.469741	2633.771915	3288.246595	3488.739471	3368.912845	4703.561546	3820.548676	4050.535778	2250.686429	3486.856752	2921.556117
Q8NLN4	Cgl2906	5366.335132	7423.116865	7481.435329	7485.912932	7839.173742	8227.779357	9013.447358	4867.998776	7308.569322	5687.471637	5322.894904	7048.630607
Q8NLN6	Cgl2904	2647.621635	2060.836937	3017.063958	4929.582727	5838.04528	5575.814548	2640.064951	1814.728029	4232.763547	3315.498909	2332.731549	4110.398493
Q8NLP5	Cgl2894	2039.291564	2611.040241	2782.909537	2614.216366	1761.532618	2574.016341	1962.07258	879.9479945	2610.274053	2691.50789	2095.028992	1765.082619
