cgl-id	Chr	Start	End	Strand	Length	AF1	AF2	AF3	AN1	AN2	AN3	CF1	CF2	CF3	CN1	CN2	CN3	cgl-id
Cgl0582	WT-3281083	595382	595930	+	549	3549	3243	4126	3813	2856	3547	16207	12305	9646	7800	7146	6135	Cgl0582
Cgl0583	WT-3281083	596109	597452	+	1344	522	715	939	1473	1604	1463	1144	663	596	494	372	365	Cgl0583
Cgl0584	WT-3281083	597892	598197	+	306	19	186	128	403	409	376	8	9	5	1	2	0	Cgl0584
Cgl0585	WT-3281083	598194	599705	+	1512	32	598	566	1334	1460	1550	9	13	6	4	2	4	Cgl0585
Cgl0586	WT-3281083	599699	599935	+	237	5	236	211	372	463	584	3	3	2	4	0	0	Cgl0586
Cgl0587	WT-3281083	600019	600876	-	858	2112	2125	2730	2809	2589	2894	4145	2767	2178	2328	2340	2295	Cgl0587
Cgl0588	WT-3281083	600971	602056	+	1086	96	1011	833	1873	2020	1956	65	45	59	33	25	40	Cgl0588
Cgl0589	WT-3281083	602080	602577	+	498	103	328	382	524	608	694	101	57	40	59	40	38	Cgl0589
Cgl0590	WT-3281083	602811	604412	+	1602	2976	2864	3742	2945	2691	3112	3273	2126	1755	3203	3341	2724	Cgl0590
Cgl0591	WT-3281083	604428	605711	+	1284	2043	1908	2410	1607	1412	1602	2412	1574	1261	1200	1050	1020	Cgl0591
Cgl0592	WT-3281083	605718	606395	+	678	345	572	681	1043	1139	951	368	222	209	154	139	138	Cgl0592
Cgl0593	WT-3281083	606392	606901	+	510	229	311	301	401	378	364	238	141	152	104	80	78	Cgl0593
Cgl0594	WT-3281083	606905	607939	+	1035	438	1090	1081	1861	2018	1971	412	287	253	184	119	127	Cgl0594
Cgl0595	WT-3281083	607958	609682	+	1725	343	1540	1388	3088	3241	3194	630	456	362	314	251	233	Cgl0595
Cgl0596	WT-3281083	609756	610178	+	423	49	313	296	603	746	741	121	88	59	55	48	44	Cgl0596
Cgl0597	WT-3281083	610348	610647	+	300	1629	891	1526	1004	831	817	2775	1887	1453	751	695	572	Cgl0597
Cgl0598	WT-3281083	610659	612275	+	1617	7489	6326	8195	7462	5746	6735	15691	10881	9104	4574	4582	3790	Cgl0598
Cgl0599	WT-3281083	612415	612714	-	300	9	244	186	473	554	607	4	1	1	2	1	3	Cgl0599
Cgl0600	WT-3281083	613156	613722	+	567	373	503	668	566	696	746	473	288	231	221	188	158	Cgl0600
Cgl0601	WT-3281083	613722	614750	+	1029	2700	2858	3334	3178	2499	3240	12324	8520	6805	6861	7120	6339	Cgl0601
Cgl0602	WT-3281083	614800	615222	-	423	216	164	245	210	168	245	249	153	155	110	86	71	Cgl0602
Cgl0603	WT-3281083	615336	616856	+	1521	1954	2099	2636	3131	2793	2979	3886	2372	2410	1628	1393	1229	Cgl0603
Cgl0604	WT-3281083	616973	618097	+	1125	299	747	787	1687	1654	1620	678	396	333	255	223	201	Cgl0604
Cgl0605	WT-3281083	618090	619013	-	924	42	600	553	1238	1536	1382	11	13	12	4	5	5	Cgl0605
Cgl0606	WT-3281083	619086	619997	+	912	35	887	626	1487	1850	1811	42	18	22	12	5	15	Cgl0606
Cgl0607	WT-3281083	620004	621575	+	1572	5477	5431	6858	6373	5567	6144	11175	7217	6443	4992	4529	4203	Cgl0607
Cgl0608	WT-3281083	621717	622160	+	444	111	120	198	156	228	215	172	114	104	59	46	46	Cgl0608
Cgl0610	WT-3281083	622457	623635	-	1179	2048	1876	2472	1857	1620	1804	1363	876	655	583	586	442	Cgl0610
Cgl0611	WT-3281083	623671	624942	+	1272	147	1854	1430	3200	3675	3686	97	76	83	33	26	23	Cgl0611
Cgl0612	WT-3281083	624943	625677	+	735	696	1019	1113	1708	1710	1655	943	621	477	616	588	529	Cgl0612
Cgl0613	WT-3281083	625677	626003	+	327	146	165	240	284	340	275	218	119	119	122	112	115	Cgl0613
Cgl0614	WT-3281083	626067	626543	-	477	127	261	309	446	513	462	311	185	178	135	142	132	Cgl0614
Cgl0615	WT-3281083	626574	627539	-	966	102	237	234	361	431	430	392	269	246	157	147	122	Cgl0615
Cgl0616	WT-3281083	627763	628554	+	792	120	452	445	754	922	851	296	235	176	25	13	16	Cgl0616
Cgl0617	WT-3281083	628551	630143	+	1593	110	1686	1301	3602	3818	3563	145	98	97	12	1	14	Cgl0617
Cgl0618	WT-3281083	630148	630810	-	663	86	333	367	768	882	784	1376	884	858	1261	1224	1160	Cgl0618
Cgl0619	WT-3281083	630949	631812	+	864	306	721	736	1300	1305	1510	402	329	223	218	208	177	Cgl0619
Cgl0620	WT-3281083	631821	632684	-	864	53	176	165	275	292	406	107	86	68	73	79	57	Cgl0620
Cgl0621	WT-3281083	632687	633079	-	393	62	80	69	100	105	189	90	84	39	71	76	54	Cgl0621
Cgl0622	WT-3281083	633076	633474	-	399	7	36	27	49	49	82	10	5	7	13	14	6	Cgl0622
Cgl0623	WT-3281083	633529	635175	-	1647	168	239	312	439	521	613	331	231	199	194	207	176	Cgl0623
Cgl0624	WT-3281083	635175	636089	-	915	67	84	80	100	122	188	112	82	56	74	72	67	Cgl0624
Cgl0625	WT-3281083	636086	638278	-	2193	201	370	461	666	794	777	417	248	233	277	235	197	Cgl0625
Cgl0626	WT-3281083	638314	639420	-	1107	24	81	91	132	186	185	68	41	35	28	31	30	Cgl0626
Cgl0627	WT-3281083	639624	640211	+	588	53	125	151	207	265	303	103	79	52	64	31	33	Cgl0627
Cgl0628	WT-3281083	640229	640879	-	651	289	345	434	528	495	677	842	551	423	524	487	429	Cgl0628
Cgl0629	WT-3281083	640953	642560	+	1608	228	680	790	1123	1430	1653	504	318	246	147	172	165	Cgl0629
Cgl0630	WT-3281083	642553	644001	-	1449	471	480	613	706	712	1043	953	556	537	445	421	403	Cgl0630
Cgl0631	WT-3281083	644026	644781	+	756	144	324	384	434	588	652	120	111	87	104	85	87	Cgl0631
Cgl0632	WT-3281083	645173	647590	-	2418	119	1833	1483	3728	4107	3975	240	215	147	87	71	68	Cgl0632
Cgl0633	WT-3281083	647590	648309	-	720	37	125	114	190	291	273	69	52	33	32	30	26	Cgl0633
Cgl0635	WT-3281083	648437	649114	-	678	400	450	501	728	617	731	676	416	338	298	308	320	Cgl0635
Cgl0636	WT-3281083	649111	650193	-	1083	791	1109	1308	2142	1849	2121	1117	822	649	564	651	528	Cgl0636
Cgl0637	WT-3281083	650389	651288	-	900	7536	5641	8178	8248	6438	7892	6592	4614	3667	1878	2095	1775	Cgl0637
Cgl0638	WT-3281083	651448	654615	+	3168	161	1900	1695	3765	4108	4384	167	120	100	19	9	16	Cgl0638
Cgl0639	WT-3281083	654634	655125	+	492	199	307	417	647	633	613	520	316	277	251	285	228	Cgl0639
Cgl0640	WT-3281083	655122	656537	+	1416	847	1517	1610	2616	2550	2648	3033	2067	1632	1811	1805	1525	Cgl0640
Cgl0641	WT-3281083	656547	657218	+	672	214	313	440	632	602	570	571	397	357	308	249	281	Cgl0641
Cgl0642	WT-3281083	657202	658023	-	822	68	392	393	726	881	852	108	63	59	29	16	26	Cgl0642
Cgl0644	WT-3281083	658155	658931	+	777	711	904	1124	1367	1361	1312	569	397	355	398	353	360	Cgl0644
Cgl0645	WT-3281083	658933	659427	+	495	254	352	348	454	516	478	283	149	143	172	133	154	Cgl0645
Cgl0646	WT-3281083	659543	660541	+	999	199	216	256	235	276	304	188	116	126	99	74	80	Cgl0646
Cgl0647	WT-3281083	660647	661120	-	474	79	118	175	215	251	257	139	75	61	48	61	46	Cgl0647
Cgl0648	WT-3281083	661121	662020	+	900	1883	2313	2589	2853	2809	3033	2520	1483	1239	1029	790	774	Cgl0648
Cgl0649	WT-3281083	662027	662377	+	351	561	502	661	650	554	598	888	552	348	364	345	351	Cgl0649
Cgl0650	WT-3281083	662379	663761	-	1383	619	764	964	1288	1285	1341	1236	857	691	471	410	370	Cgl0650
Cgl0650	WT-3281083	1808214	1808369	+	156	0	9	10	10	18	18	3	5	10	5	0	3	Cgl0650
Cgl0651	WT-3281083	664123	665088	-	966	1105	990	1397	2197	1737	2238	1885	1191	854	577	573	572	Cgl0651
Cgl0652	WT-3281083	665180	666313	-	1134	1350	1881	2074	2891	2656	3216	1919	1429	1266	906	1118	992	Cgl0652
Cgl0653	WT-3281083	666457	667770	-	1314	7662	7720	10045	10478	8276	11538	9085	6556	5327	1998	2575	2037	Cgl0653
Cgl0654	WT-3281083	668163	670481	+	2319	1895	2095	2634	2358	2198	2454	15204	8692	6697	4662	3902	3471	Cgl0654
Cgl0655	WT-3281083	670485	670688	+	204	2	65	85	127	160	153	99	56	45	31	22	26	Cgl0655
Cgl0658	WT-3281083	672668	673591	+	924	65	1173	769	2124	2439	2411	48	46	42	70	70	58	Cgl0658
Cgl0659	WT-3281083	673620	674771	+	1152	83	903	647	1942	1893	1741	83	64	48	102	109	99	Cgl0659
Cgl0661	WT-3281083	675091	676134	-	1044	34	225	240	482	690	620	28	12	12	15	12	8	Cgl0661
Cgl0662	WT-3281083	676227	676949	-	723	119	276	278	433	502	498	195	90	97	92	79	82	Cgl0662
Cgl0663	WT-3281083	677056	677760	-	705	350	622	644	1116	1104	1098	804	517	481	438	456	364	Cgl0663
Cgl0664	WT-3281083	677840	680056	-	2217	12530	10573	14944	11146	9104	10438	34799	21753	17108	11447	11176	9998	Cgl0664
Cgl0665	WT-3281083	680140	681039	-	900	96	443	451	1041	1115	1055	42	17	18	22	7	14	Cgl0665
Cgl0666	WT-3281083	681049	681858	-	810	93	847	664	1605	1762	1556	51	57	47	28	23	12	Cgl0666
Cgl0667	WT-3281083	681855	682883	-	1029	49	1217	981	2087	2405	2427	26	38	26	13	5	11	Cgl0667
Cgl0668	WT-3281083	682880	683875	-	996	91	1049	826	1880	2132	2209	99	54	45	19	10	17	Cgl0668
Cgl0669	WT-3281083	683885	684223	-	339	147	176	206	206	204	321	125	72	54	57	72	42	Cgl0669
Cgl0669	WT-3281083	684242	684937	-	696	497	421	634	751	823	844	244	174	131	124	122	95	Cgl0669
Cgl0670	WT-3281083	685121	686395	+	1275	111	866	884	2138	2307	2111	239	158	125	66	98	79	Cgl0670
Cgl0671	WT-3281083	686447	687361	+	915	184	489	525	1071	1111	1173	734	514	487	230	211	220	Cgl0671
Cgl0672	WT-3281083	687363	688022	+	660	169	272	297	539	528	602	594	348	285	191	158	149	Cgl0672
Cgl0673	WT-3281083	688159	688350	+	192	38	41	59	71	100	85	39	10	14	11	9	7	Cgl0673
Cgl0674	WT-3281083	688925	689902	-	978	282	607	647	1393	1394	1399	1170	767	612	276	222	245	Cgl0674
Cgl0675	WT-3281083	689926	690708	-	783	99	780	615	1661	1662	1633	355	190	150	89	65	67	Cgl0675
Cgl0676	WT-3281083	690715	691734	-	1020	269	811	805	1790	1686	1763	885	521	394	401	438	430	Cgl0676
Cgl0677	WT-3281083	691894	692931	+	1038	861	1137	1434	2096	2106	2097	2792	1998	1738	1454	1315	1322	Cgl0677
Cgl0678	WT-3281083	693040	694125	+	1086	319	473	664	973	1070	968	374	218	261	299	206	203	Cgl0678
Cgl0679	WT-3281083	694184	695089	+	906	1961	1507	2143	1601	1425	1460	2246	1419	1226	1550	1227	1215	Cgl0679
Cgl0680	WT-3281083	695086	696396	-	1311	50	1037	772	2086	2481	2240	109	69	87	34	44	26	Cgl0680
Cgl0681	WT-3281083	696778	698007	-	1230	990	1815	1984	3716	3591	3823	5079	3492	2915	2403	2690	2538	Cgl0681
Cgl0682	WT-3281083	698074	698934	-	861	70	888	829	1889	2252	2098	9	13	13	2	2	7	Cgl0682
Cgl0683	WT-3281083	698931	699182	-	252	14	256	215	522	610	572	1	7	5	0	0	3	Cgl0683
Cgl0684	WT-3281083	699293	699928	+	636	688	963	1149	1853	1953	1752	1408	953	732	582	565	523	Cgl0684
Cgl0685	WT-3281083	700022	700396	+	375	548	830	859	1419	1323	1565	1536	981	889	840	784	681	Cgl0685
Cgl0686	WT-3281083	702093	703277	+	1185	1160	1352	1619	2368	2274	2235	1337	876	751	669	653	578	Cgl0686
Cgl0687	WT-3281083	700393	701985	-	1593	1638	1589	2207	2459	2459	2365	587	355	313	397	297	299	Cgl0687
Cgl0688	WT-3281083	703417	704826	+	1410	1265	1533	1919	2587	2202	2395	2867	1988	1737	1176	1156	1025	Cgl0688
Cgl0689	WT-3281083	705172	708645	+	3474	2780	3887	4160	6881	6792	6856	11024	8028	6309	8192	7151	5671	Cgl0689
Cgl0690	WT-3281083	708854	709723	+	870	24	537	409	1225	1242	1339	30	29	25	41	27	14	Cgl0690
Cgl0691	WT-3281083	709805	710293	+	489	191	157	202	598	457	522	197	106	93	142	61	84	Cgl0691
Cgl0692	WT-3281083	710529	711617	-	1089	50	825	732	2048	2135	2005	7	15	3	1	0	2	Cgl0692
Cgl0693	WT-3281083	711736	712662	+	927	108	964	740	1991	2065	2060	58	58	44	71	59	67	Cgl0693
Cgl0694	WT-3281083	671154	672668	+	1515	77	655	647	1838	2009	1665	75	55	38	67	38	33	Cgl0694
Cgl0694	WT-3281083	712750	714246	+	1497	134	949	864	2050	2101	2070	48	44	31	30	21	20	Cgl0694
Cgl0695	WT-3281083	714243	715160	+	918	296	1197	983	2125	2365	2295	117	68	80	60	58	36	Cgl0695
Cgl0696	WT-3281083	715153	716298	+	1146	609	810	938	1460	1462	1284	289	171	136	147	153	125	Cgl0696
Cgl0697	WT-3281083	716295	716663	-	369	76	326	329	786	759	651	176	129	101	63	64	63	Cgl0697
Cgl0698	WT-3281083	716696	718021	-	1326	103	743	681	1453	1744	1631	251	170	147	97	91	93	Cgl0698
Cgl0699	WT-3281083	718183	718365	+	183	13	72	61	101	227	176	1	3	1	0	2	0	Cgl0699
Cgl0700	WT-3281083	718589	720364	-	1776	7366	6350	8519	7540	6711	7395	34242	21432	19018	12797	11820	11342	Cgl0700
Cgl0701	WT-3281083	720556	721461	-	906	4073	3245	4550	3825	3430	3594	5293	3308	2355	3087	2773	2656	Cgl0701
Cgl0702	WT-3281083	721789	722856	+	1068	223	795	778	1800	1750	1673	285	180	113	137	113	144	Cgl0702
Cgl0703	WT-3281083	722934	723350	-	417	1624	1491	2044	1422	1206	1392	1459	886	738	423	574	470	Cgl0703
Cgl0704	WT-3281083	723424	725574	+	2151	475	806	1010	1585	1802	1733	1371	879	706	609	599	566	Cgl0704
Cgl0705	WT-3281083	725881	726474	-	594	360	748	807	1252	1399	1298	3674	2330	1889	791	695	694	Cgl0705
Cgl0706	WT-3281083	726479	726727	-	249	383	256	400	392	287	348	2101	1255	1357	513	339	314	Cgl0706
Cgl0707	WT-3281083	726751	728364	-	1614	3603	3085	4211	4052	3519	4174	29672	18686	15166	8944	9892	8698	Cgl0707
Cgl0708	WT-3281083	728705	730336	-	1632	9122	7612	10935	8492	6932	7604	9136	5533	4503	9378	9842	7842	Cgl0708
Cgl0709	WT-3281083	730505	731314	+	810	173	401	467	704	908	816	289	206	195	104	106	104	Cgl0709
Cgl0710	WT-3281083	731324	731812	+	489	274	279	319	520	561	530	370	223	213	165	110	117	Cgl0710
Cgl0711	WT-3281083	731869	733032	+	1164	704	1116	1335	2060	2043	1930	2006	1290	1212	697	720	687	Cgl0711
Cgl0712	WT-3281083	733084	734958	+	1875	207	531	630	1049	1171	1101	611	376	304	181	170	177	Cgl0712
Cgl0713	WT-3281083	734996	735355	+	360	171	181	245	197	190	225	241	172	142	142	167	149	Cgl0713
Cgl0714	WT-3281083	735414	735911	+	498	132	269	360	569	558	562	108	58	70	33	37	33	Cgl0714
Cgl0715	WT-3281083	735911	736366	+	456	347	374	426	388	381	454	505	328	305	268	233	209	Cgl0715
Cgl0716	WT-3281083	736425	737219	+	795	146	410	426	726	848	872	179	108	90	49	41	37	Cgl0716
Cgl0717	WT-3281083	737225	738541	-	1317	41	1002	799	1905	2179	2151	18	22	19	1	1	4	Cgl0717
Cgl0719	WT-3281083	740237	741028	-	792	338	935	881	1679	1961	2015	1709	1014	813	211	248	215	Cgl0719
Cgl0720	WT-3281083	741409	741780	+	372	516	470	670	515	510	666	612	411	356	323	287	208	Cgl0720
Cgl0721	WT-3281083	741827	742393	-	567	134	144	192	215	313	331	140	81	72	72	60	47	Cgl0721
Cgl0722	WT-3281083	742421	742843	+	423	64	217	220	400	446	528	23	15	19	10	3	3	Cgl0722
Cgl0723	WT-3281083	742840	743064	-	225	26	76	108	155	262	168	20	20	13	8	4	4	Cgl0723
Cgl0724	WT-3281083	743076	743912	-	837	330	600	652	1355	1310	1234	1511	1002	878	572	564	552	Cgl0724
Cgl0725	WT-3281083	743909	744943	-	1035	329	816	833	1525	1603	1450	1679	1039	902	766	990	864	Cgl0725
Cgl0726	WT-3281083	745055	745510	-	456	90	228	249	383	397	438	288	168	153	121	126	150	Cgl0726
Cgl0727	WT-3281083	745631	746905	-	1275	1889	2532	2997	3373	3096	3173	7321	5084	4125	5114	5614	5047	Cgl0727
Cgl0728	WT-3281083	748125	748457	+	333	15	92	117	237	375	285	1	0	2	0	1	0	Cgl0728
Cgl0729	WT-3281083	747040	748038	-	999	140	901	813	1713	1990	1979	172	134	74	116	90	79	Cgl0729
Cgl0732	WT-3281083	753706	757407	-	3702	2424	2184	2654	1688	1542	2039	5817	3865	3008	2481	2495	2240	Cgl0732
Cgl0733	WT-3281083	757639	758292	-	654	1031	799	1133	663	700	756	1294	804	697	788	631	668	Cgl0733
Cgl0734	WT-3281083	758373	760808	-	2436	819	776	1104	719	669	975	2844	1898	1549	1677	1646	1378	Cgl0734
Cgl0735	WT-3281083	760915	763215	-	2301	175	1006	965	2524	2578	2367	1286	826	620	879	837	704	Cgl0735
Cgl0738	WT-3281083	769556	774154	-	4599	135	860	784	1653	2039	1936	6652	4325	3413	3364	3142	2513	Cgl0738
Cgl0739	WT-3281083	774159	777047	-	2889	387	1127	1071	2005	2291	2243	4730	3014	2269	1728	1785	1579	Cgl0739
Cgl0740	WT-3281083	777167	778723	-	1557	379	1339	1233	2980	3020	2891	1161	698	592	446	484	372	Cgl0740
Cgl0741	WT-3281083	779026	779925	+	900	66	685	542	1143	1508	1421	186	120	110	77	89	71	Cgl0741
Cgl0742	WT-3281083	780098	781186	+	1089	335	910	796	1748	1870	1836	738	493	389	236	253	253	Cgl0742
Cgl0743	WT-3281083	781576	781890	+	315	52	156	124	261	386	365	24	11	15	6	1	7	Cgl0743
Cgl0744	WT-3281083	782171	782629	-	459	94	492	420	971	1019	966	310	213	173	173	148	122	Cgl0744
Cgl0745	WT-3281083	782724	783116	+	393	99	297	369	719	790	718	151	82	77	54	39	37	Cgl0745
Cgl0746	WT-3281083	783196	784572	+	1377	1292	1410	1695	1848	1881	1950	1838	1186	1028	830	715	588	Cgl0746
Cgl0747	WT-3281083	784647	785654	+	1008	495	1102	1121	2002	2029	2115	1200	852	732	759	811	718	Cgl0747
Cgl0748	WT-3281083	785655	786839	+	1185	617	1089	1204	2030	1958	1968	1725	1084	909	777	892	862	Cgl0748
Cgl0751	WT-3281083	788208	788561	+	354	362	427	548	612	688	639	730	457	395	317	322	228	Cgl0751
Cgl0752	WT-3281083	788672	790108	+	1437	1299	1696	1968	3008	2954	2740	3435	2254	1823	1405	1432	1355	Cgl0752
Cgl0753	WT-3281083	790108	790719	+	612	1100	1487	1554	2448	2250	2582	2918	2097	1661	1063	1118	994	Cgl0753
Cgl0754	WT-3281083	790744	791424	+	681	1354	1480	1885	2007	1641	2075	4251	2793	2447	1798	1653	1673	Cgl0754
Cgl0755	WT-3281083	791524	793023	+	1500	581	1509	1481	2783	2947	2844	2027	1354	1061	702	663	608	Cgl0755
Cgl0756	WT-3281083	793020	794726	+	1707	516	1705	1548	3193	3495	3328	854	545	462	320	306	293	Cgl0756
Cgl0757	WT-3281083	794726	795316	+	591	21	702	552	1303	1447	1437	16	11	13	4	2	5	Cgl0757
Cgl0759	WT-3281083	795460	796125	+	666	9745	7446	10334	5195	3699	4245	11215	7362	6680	5471	4636	4374	Cgl0759
Cgl0760	WT-3281083	796262	798799	+	2538	4447	4945	5854	8433	7200	8031	12686	8134	6506	3709	4541	4099	Cgl0760
Cgl0761	WT-3281083	799296	799706	+	411	404	834	827	1300	1226	1417	557	438	371	377	348	297	Cgl0761
Cgl0762	WT-3281083	799709	800215	+	507	1226	1295	1648	2317	1806	2192	2133	1553	1128	1610	1739	1474	Cgl0762
Cgl0763	WT-3281083	800217	801206	-	990	101	932	810	1628	1963	2104	97	50	43	20	4	9	Cgl0763
Cgl0764	WT-3281083	801199	802491	-	1293	1660	1492	1994	1776	1718	1871	2160	1348	1069	796	828	769	Cgl0764
Cgl0765	WT-3281083	802502	803143	+	642	199	437	570	735	950	923	92	61	68	43	28	29	Cgl0765
Cgl0766	WT-3281083	803140	804252	-	1113	40	175	254	486	644	529	67	61	31	5	15	10	Cgl0766
Cgl0767	WT-3281083	804420	805040	+	621	691	436	666	583	524	653	458	269	211	147	138	141	Cgl0767
Cgl0768	WT-3281083	805544	805804	-	261	1750	1493	2235	2012	1780	2166	3659	2218	1777	1305	1307	1173	Cgl0768
Cgl0769	WT-3281083	806330	806752	+	423	118	293	324	557	571	642	414	246	188	167	159	146	Cgl0769
Cgl0770	WT-3281083	806749	807951	-	1203	1003	1501	1750	2459	2220	2316	1379	855	619	434	557	489	Cgl0770
Cgl0771	WT-3281083	807955	809181	-	1227	2883	3381	4179	5022	4370	5015	4342	2971	2017	2340	2658	2342	Cgl0771
Cgl0772	WT-3281083	809298	809525	+	228	215	189	232	199	225	242	118	82	47	61	54	57	Cgl0772
Cgl0773	WT-3281083	809561	810409	+	849	2555	2774	3261	3933	3519	3831	3036	2122	1692	1631	1788	1656	Cgl0773
Cgl0774	WT-3281083	810417	811178	+	762	233	732	626	1251	1288	1286	145	68	84	40	28	37	Cgl0774
Cgl0775	WT-3281083	811182	814232	+	3051	990	4076	3521	6905	7669	7745	1571	967	917	772	645	624	Cgl0775
Cgl0776	WT-3281083	814225	817437	+	3213	1314	3103	3031	5473	5956	5848	1799	1203	946	819	717	716	Cgl0776
Cgl0777	WT-3281083	817477	818538	+	1062	1015	1384	1478	2007	2165	2141	1819	1187	961	721	767	700	Cgl0777
Cgl0778	WT-3281083	818535	819251	+	717	381	408	500	580	640	591	445	258	260	175	156	136	Cgl0778
Cgl0779	WT-3281083	819266	821302	+	2037	551	2052	1791	4035	4054	3968	946	605	496	301	246	274	Cgl0779
Cgl0780	WT-3281083	822196	822684	+	489	18	604	472	980	1184	1247	3	5	4	1	0	3	Cgl0780
Cgl0781	WT-3281083	821299	822099	-	801	38	642	545	1477	1561	1532	19	15	11	4	2	4	Cgl0781
Cgl0782	WT-3281083	822689	824116	-	1428	4191	4176	5378	5009	4374	5286	5770	4012	3270	2747	2629	2468	Cgl0782
Cgl0783	WT-3281083	824202	825254	+	1053	115	766	690	1361	1655	1705	145	91	63	46	44	38	Cgl0783
Cgl0784	WT-3281083	825251	825928	-	678	416	590	541	880	909	864	795	515	390	345	315	294	Cgl0784
Cgl0785	WT-3281083	826005	826529	-	525	394	605	707	986	924	924	545	397	307	339	344	244	Cgl0785
Cgl0786	WT-3281083	826628	829585	+	2958	13763	10558	14848	9696	8076	9194	16604	10602	8067	4752	4448	4184	Cgl0786
Cgl0787	WT-3281083	829636	830997	-	1362	110	2337	1539	4138	4680	4449	291	219	200	132	127	120	Cgl0787
Cgl0788	WT-3281083	831087	831986	+	900	1245	1783	1875	2193	2140	2104	3734	2469	1910	1156	1044	1323	Cgl0788
Cgl0789	WT-3281083	831983	832585	+	603	591	702	819	865	1006	946	2350	1553	1126	656	703	633	Cgl0789
Cgl0790	WT-3281083	832804	833169	-	366	36	60	64	82	109	143	92	36	39	43	36	28	Cgl0790
Cgl0791	WT-3281083	833584	834648	+	1065	521	533	779	976	1032	1048	1063	544	553	348	318	358	Cgl0791
Cgl0792	WT-3281083	835002	835403	+	402	10	343	350	500	799	791	5	6	5	1	2	1	Cgl0792
Cgl0793	WT-3281083	835397	835852	+	456	1	154	164	246	325	378	1	7	2	0	3	2	Cgl0793
Cgl0794	WT-3281083	837324	838907	+	1584	176	646	940	810	1065	1167	860	250	415	307	255	219	Cgl0794
Cgl0795	WT-3281083	838937	839368	+	432	357	157	635	115	117	131	900	545	338	365	247	217	Cgl0795
Cgl0796	WT-3281083	839645	840154	+	510	92	118	227	190	262	283	288	165	140	99	82	63	Cgl0796
Cgl0798	WT-3281083	840446	840757	-	312	74	138	137	122	143	237	79	59	44	37	41	45	Cgl0798
Cgl0799	WT-3281083	841526	842308	-	783	1632	2070	2391	2805	2660	3090	2437	1497	1272	1218	1226	1151	Cgl0799
Cgl0800	WT-3281083	842315	843181	-	867	929	1764	1724	2610	2682	2714	1299	903	789	779	708	687	Cgl0800
Cgl0801	WT-3281083	843269	844375	+	1107	412	731	739	1322	1440	1182	689	414	345	322	270	272	Cgl0801
Cgl0802	WT-3281083	844507	845196	+	690	240	457	438	820	799	865	789	525	439	441	396	402	Cgl0802
Cgl0803	WT-3281083	845210	846112	+	903	158	181	275	540	588	589	859	582	411	301	310	275	Cgl0803
Cgl0804	WT-3281083	846149	846643	+	495	994	1030	1162	973	801	953	2087	1422	1141	1157	1010	884	Cgl0804
Cgl0805	WT-3281083	846644	846997	+	354	222	327	367	457	503	515	667	420	307	323	362	350	Cgl0805
Cgl0806	WT-3281083	847739	848041	+	303	27	556	441	935	1092	1010	76	41	34	17	9	6	Cgl0806
Cgl0807	WT-3281083	848508	849335	-	828	69	127	141	238	310	351	23	20	12	10	17	9	Cgl0807
Cgl0808	WT-3281083	849335	850255	-	921	74	378	305	757	887	747	33	14	17	17	14	10	Cgl0808
Cgl0809	WT-3281083	850421	851011	-	591	558	980	1056	1372	1423	1458	1290	805	678	634	566	596	Cgl0809
Cgl0810	WT-3281083	851366	852379	+	1014	874	1039	1445	1867	1919	2229	560	436	333	181	241	179	Cgl0810
Cgl0811	WT-3281083	852630	853631	+	1002	378	444	573	817	777	749	573	405	258	178	144	155	Cgl0811
Cgl0812	WT-3281083	853624	854739	+	1116	514	822	850	1177	1198	1257	1161	881	601	388	369	292	Cgl0812
Cgl0813	WT-3281083	854736	855491	+	756	299	523	625	945	1009	937	677	470	354	269	254	193	Cgl0813
Cgl0814	WT-3281083	861605	862768	+	1164	26	795	752	1358	1776	1889	18	9	7	3	4	11	Cgl0814
Cgl0815	WT-3281083	862763	863404	-	642	716	919	970	1408	1356	1609	3766	2452	1835	914	1010	971	Cgl0815
Cgl0816	WT-3281083	863406	865079	-	1674	1182	2052	2208	4119	3788	3887	3742	2461	1912	1566	1587	1614	Cgl0816
Cgl0817	WT-3281083	865129	867330	-	2202	574	1919	1710	3332	3767	3731	736	458	351	241	227	205	Cgl0817
Cgl0818	WT-3281083	867366	867587	+	222	605	371	628	426	430	407	1053	552	387	303	198	261	Cgl0818
Cgl0819	WT-3281083	867813	868394	-	582	3932	3415	4567	4039	3210	4322	5070	2961	2291	1443	1381	1238	Cgl0819
Cgl0820	WT-3281083	868951	869334	+	384	339	381	425	387	363	468	587	391	340	219	235	184	Cgl0820
Cgl0821	WT-3281083	869389	869916	-	528	425	356	541	466	479	520	495	270	251	198	161	167	Cgl0821
Cgl0822	WT-3281083	869928	870755	-	828	146	205	264	236	231	307	333	239	160	122	145	113	Cgl0822
Cgl0823	WT-3281083	870731	871432	-	702	227	469	476	820	813	849	212	141	140	115	122	84	Cgl0823
Cgl0824	WT-3281083	871766	873226	+	1461	672	1082	1311	2114	2015	2174	1270	788	670	412	351	323	Cgl0824
Cgl0825	WT-3281083	873226	874056	+	831	314	846	780	1815	1770	1696	468	314	284	147	82	91	Cgl0825
Cgl0826	WT-3281083	874079	874951	-	873	920	1169	1375	2007	1748	1876	1710	1012	818	950	947	851	Cgl0826
